;y_test_0;y_pred_0;y_test_1;y_pred_1;y_test_2;y_pred_2;y_test_3;y_pred_3
0;15.10392;16.20933;21.58499;24.263998;15.10392;22.490854;21.58499;24.672674
1;66.571596;66.36223;31.513245;32.985;66.571596;269.17078;31.513245;29.28227
2;64.623092;57.044155;37.909053;37.528522;64.623092;57.808773;37.909053;28.229128
3;33.470494;30.33925;20.10568;17.688728;33.470494;14.467004;20.10568;28.265266
4;607.67706;653.3008;20.95716;28.880184;607.67706;251.55772;20.95716;25.238104
5;26.096812;26.370043;31.176335;32.492004;26.096812;27.39231;31.176335;32.638382
6;29.109366;29.035158;12.260556;13.3034935;29.109366;32.74296;12.260556;18.524477
7;11.253905;8.179526;44.01104;37.40835;11.253905;-1.8710887;44.01104;40.72779
8;36.5547;35.476994;33.797258;40.680428;36.5547;55.934185;33.797258;44.72239
9;27.912624;27.18088;49.11075;48.72129;27.912624;47.417095;49.11075;33.672592
10;27.19548;21.862673;17.08938;17.23457;27.19548;31.457144;17.08938;21.459476
11;31.347432;27.818163;23.266928;29.471813;31.347432;12.798791;23.266928;29.541998
12;35.89005;28.236666;11.441232;10.3027315;35.89005;36.651516;11.441232;8.583433
13;24.630767;23.684145;10.774881;12.130385;24.630767;26.813795;10.774881;15.379701
14;46.606144;44.535976;31.340452;30.72317;46.606144;25.209246;31.340452;33.334904
15;35.960372;28.416094;16.930438;18.060333;35.960372;34.007977;16.930438;20.40417
16;30.48558;32.48468;29.578636;39.510242;30.48558;34.396183;29.578636;33.37084
17;15.704393;19.236788;15.566634;13.161348;15.704393;22.532934;15.566634;22.961304
18;22.786396;27.927317;60.126039;59.084015;22.786396;32.33611;60.126039;45.96705
19;50.188614;49.408855;16.43895;12.147306;50.188614;55.192135;16.43895;33.31643
20;470.19915;544.7051;30.383136;32.357414;470.19915;187.00725;30.383136;32.474487
21;33.325695;41.975838;15.09099;13.631996;33.325695;146.24147;15.09099;26.605286
22;23.58055;16.134417;64.753173;57.501114;23.58055;17.796926;64.753173;47.3145
23;40.607197;48.73657;8.64435;8.555847;40.607197;37.862286;8.64435;8.721079
24;30.03014;25.678812;32.874005;31.918743;30.03014;23.558805;32.874005;31.444387
25;7.74865;7.9864607;43.007811;57.450554;7.74865;-2.7587078;43.007811;60.776463
26;53.58045;49.462048;27.12507;29.198622;53.58045;51.65588;27.12507;25.554226
27;171.352528;162.4777;26.3646;30.60444;171.352528;184.35957;26.3646;33.752045
28;53.88616;52.625496;48.164811;42.496044;53.88616;38.890743;48.164811;24.878574
29;16.637751;12.448421;49.935021;44.033302;16.637751;14.283536;49.935021;31.705807
30;119.535489;140.5895;26.17626;27.559902;119.535489;131.16212;26.17626;27.123272
31;136.06553;173.4972;41.352268;35.781227;136.06553;166.15569;41.352268;30.439621
32;11.703392;9.242805;44.21088;42.091152;11.703392;19.24579;44.21088;33.078682
33;184.171219;173.79214;66.315326;48.960052;184.171219;176.32156;66.315326;33.04872
34;16.367002;19.104342;9.777096;9.350222;16.367002;17.781347;9.777096;9.22141
35;24.13788;26.32857;12.733344;14.393107;24.13788;50.814205;12.733344;25.700794
36;56.5558;50.433353;12.49787;11.743196;56.5558;67.56291;12.49787;41.427498
37;28.24164;28.507845;27.16452;26.165997;28.24164;49.33169;27.16452;24.499052
38;15.43231;12.958968;38.099312;40.65077;15.43231;31.159544;38.099312;24.722513
39;112.299202;139.05959;31.3146;23.414005;112.299202;136.43864;31.3146;18.175514
40;189.103672;173.61243;18.297864;16.774021;189.103672;192.21188;18.297864;28.21247
41;56.724724;56.094585;46.124142;45.650826;56.724724;189.07875;46.124142;33.911575
42;25.069398;24.103312;8.176707;8.790287;25.069398;21.950228;8.176707;30.4197
43;52.918602;52.806515;44.312835;50.44585;52.918602;44.71211;44.312835;40.880882
44;187.968863;166.55199;51.55916;48.946735;187.968863;159.81146;51.55916;45.09926
45;674.540928;651.01324;19.745669;20.239588;674.540928;267.44855;19.745669;20.034204
46;37.461074;42.303432;28.68858;24.950293;37.461074;50.710903;28.68858;26.632208
47;43.933664;43.00819;19.178812;19.03295;43.933664;26.14649;19.178812;32.157684
48;18.455136;17.478289;9.157991;9.1772175;18.455136;31.804548;9.157991;9.632502
49;5.887964;4.3397627;40.206435;39.66602;5.887964;0.80615735;40.206435;42.576584
50;32.12253;37.771946;35.851115;37.80563;32.12253;78.04411;35.851115;34.078358
51;32.544112;40.59283;26.024336;33.794563;32.544112;16.226732;26.024336;34.34186
52;51.983245;47.63101;57.00414;55.49268;51.983245;39.7831;57.00414;46.518417
53;26.108445;27.948755;44.057572;41.533943;26.108445;61.92567;44.057572;43.074688
54;63.259681;58.800064;19.754416;21.926891;63.259681;37.26347;19.754416;14.594141
55;9.151696;8.760753;21.036972;21.632551;9.151696;4.7526293;21.036972;21.061508
56;19.222164;17.553457;55.740195;58.445812;19.222164;23.486525;55.740195;39.807888
57;10.614361;10.750003;51.410466;54.882027;10.614361;31.93611;51.410466;31.828474
58;120.495654;161.31726;33.24789;35.818718;120.495654;143.86072;33.24789;33.7447
59;29.27664;22.694864;35.885034;44.705936;29.27664;23.553991;35.885034;37.88728
60;67.028975;58.31915;16.320837;20.559217;67.028975;57.923756;16.320837;23.244513
61;30.73754;31.36159;23.598488;23.301266;30.73754;33.06448;23.598488;26.011057
62;51.261546;48.472713;34.548368;31.298512;51.261546;25.598944;34.548368;28.121992
63;42.815556;42.221066;50.87392;56.852505;42.815556;24.6154;50.87392;56.262196
64;63.905647;57.9428;38.406352;37.798748;63.905647;35.888607;38.406352;32.193497
65;31.62441;31.2987;62.89404;68.54661;31.62441;33.066723;62.89404;48.001022
66;45.878936;50.505333;18.706488;17.856281;45.878936;36.62617;18.706488;21.17406
67;7.911594;9.066958;11.564025;11.530761;7.911594;20.443518;11.564025;23.999334
68;7.236392;7.191554;41.2522;49.618027;7.236392;-0.41833377;41.2522;51.167248
69;6.448744;6.699378;12.822606;14.321929;6.448744;-0.7480457;12.822606;26.055214
70;28.126332;26.308588;44.723528;46.88464;28.126332;25.2218;44.723528;33.494568
71;45.508048;39.2301;30.244493;33.734104;45.508048;27.060583;30.244493;18.771734
72;33.003728;43.873554;7.48027;8.185539;33.003728;29.765509;7.48027;16.930904
73;36.10521;42.690407;21.27132;17.745152;36.10521;14.023625;21.27132;30.99602
74;35.724594;34.184162;33.64916;33.21457;35.724594;43.146343;33.64916;33.108894
75;63.71677;57.009857;37.47216;39.125626;63.71677;37.357616;37.47216;31.1228
76;54.63774;50.7094;37.137204;43.07949;54.63774;29.816845;37.137204;22.314386
77;49.765404;45.022724;32.798248;32.36851;49.765404;35.00761;32.798248;32.39987
78;28.789307;23.301798;12.849624;10.140703;28.789307;18.876616;12.849624;33.88447
79;31.181238;35.64388;53.42032;60.85813;31.181238;32.40762;53.42032;59.766125
80;33.876128;32.045124;8.36032;9.413064;33.876128;32.09663;8.36032;23.975698
81;26.998644;25.150553;11.955;11.920267;26.998644;23.095716;11.955;23.964682
82;27.80154;22.531626;32.41325;40.916367;27.80154;21.628717;32.41325;34.057987
83;34.229875;28.04452;17.512371;15.544186;34.229875;36.709682;17.512371;27.799086
84;33.82592;42.140446;35.143997;28.973755;33.82592;15.865872;35.143997;26.735453
85;49.322592;42.08897;21.09744;19.259834;49.322592;29.150217;21.09744;34.968945
86;15.476815;20.823847;18.52455;12.986587;15.476815;31.08349;18.52455;16.786798
87;115.077544;128.98152;33.548172;37.06949;115.077544;112.515564;33.548172;38.07966
88;73.457654;66.49975;61.36414;58.308533;73.457654;222.01929;61.36414;63.60677
89;21.016335;29.105074;9.70431;12.143711;21.016335;30.475782;9.70431;28.819635
90;33.667998;32.621532;41.374279;44.60758;33.667998;16.303453;41.374279;50.412468
91;46.496338;41.694157;21.119865;19.309097;46.496338;33.665836;21.119865;20.057913
92;11.760287;10.003779;43.53102;43.452236;11.760287;21.319363;43.53102;17.28349
93;13.516425;13.528346;13.69788;14.7070675;13.516425;14.749303;13.69788;40.541515
94;18.86415;19.664217;33.281742;35.590485;18.86415;30.001562;33.281742;36.3236
95;15.28857;19.47706;49.7376;47.995346;15.28857;29.393415;49.7376;41.259705
96;19.94395;19.77434;45.54396;51.459465;19.94395;21.083654;45.54396;49.28114
97;14.821711;18.765772;29.6072;27.515736;14.821711;28.762712;29.6072;26.559994
98;40.00724;37.590927;18.651948;22.214695;40.00724;40.85178;18.651948;25.153967
99;30.013992;29.775179;30.260808;38.363068;30.013992;12.292665;30.260808;36.524155
100;163.668411;123.80932;19.236702;18.702932;163.668411;136.66783;19.236702;61.91885
101;25.86514;24.628542;59.39604;56.735367;25.86514;31.225187;59.39604;42.73282
102;28.696636;29.897161;16.94601;22.2186;28.696636;25.951017;16.94601;26.526999
103;32.103526;30.73958;47.63044;45.482872;32.103526;33.0361;47.63044;53.58383
104;19.46007;15.162349;10.614586;10.030615;19.46007;24.667639;10.614586;9.25424
105;701.529871;664.3572;8.480027;10.132959;701.529871;251.9355;8.480027;13.770101
106;19.173209;20.379465;14.412177;13.427188;19.173209;32.975727;14.412177;24.10402
107;7.474032;7.9604826;61.845014;61.358894;7.474032;10.91406;61.845014;59.227192
108;51.409475;45.779224;61.801256;57.395317;51.409475;38.8467;61.801256;53.951767
109;53.2144;50.58393;18.91236;19.379482;53.2144;34.82136;18.91236;29.37088
110;20.22223;22.903536;40.616128;38.943394;20.22223;28.220129;40.616128;16.693298
111;10.510705;11.127307;25.51367;25.743324;10.510705;16.119833;25.51367;29.630453
112;27.838144;30.586008;17.451936;18.753323;27.838144;11.697919;17.451936;20.16437
113;64.629172;58.04039;32.76075;37.637665;64.629172;49.33186;32.76075;35.881622
114;37.475922;41.475243;27.973611;27.642136;37.475922;25.122663;27.973611;26.097452
115;71.856603;56.970707;45.805485;43.958252;71.856603;52.22244;45.805485;50.442528
116;33.927552;31.977716;30.930371;32.659275;33.927552;165.5916;30.930371;35.80402
117;46.908392;43.11024;30.717816;33.57636;46.908392;39.729366;30.717816;32.821426
118;45.853136;49.809113;37.262589;37.844147;45.853136;81.35458;37.262589;33.555565
119;29.94464;33.126194;6.230814;6.535784;29.94464;34.31307;6.230814;7.7840595
120;31.310708;35.853;27.02106;34.44783;31.310708;185.48412;27.02106;36.45348
121;12.599157;10.081958;10.59;11.994921;12.599157;14.019269;10.59;14.546898
122;33.224335;26.852999;26.239742;31.653824;33.224335;44.591564;26.239742;32.908634
123;562.027093;637.54004;18.81354;18.948431;562.027093;265.08334;18.81354;29.202177
124;31.718223;24.370493;40.357613;40.713135;31.718223;19.076895;40.357613;30.209726
125;17.886754;19.686274;18.165558;17.752447;17.886754;11.888265;18.165558;22.335472
126;52.611856;41.08592;16.47968;13.443554;52.611856;31.79592;16.47968;19.304514
127;48.218214;50.010063;31.826729;31.329151;48.218214;46.026653;31.826729;29.624243
128;120.565751;132.9017;6.98633;6.8449783;120.565751;122.95734;6.98633;7.5131664
129;67.00675;69.197845;9.536592;10.558218;67.00675;214.31464;9.536592;9.65766
130;13.739301;10.766131;53.181863;43.236965;13.739301;6.9053164;53.181863;28.89709
131;8.472681;8.9003935;54.94572;50.774742;8.472681;12.98042;54.94572;33.690697
132;27.279934;20.578432;20.02824;25.892815;27.279934;32.681255;20.02824;27.121004
133;9.433963;12.017451;15.225733;17.967018;9.433963;24.159506;15.225733;27.668213
134;6.70709;6.0818663;36.670192;37.122272;6.70709;0.1918385;36.670192;38.773758
135;18.551967;19.461313;58.448727;54.72719;18.551967;25.325788;58.448727;58.232693
136;11.070513;10.6998625;27.38207;26.130669;11.070513;20.139097;27.38207;29.553988
137;675.83568;675.2971;31.558548;28.82581;675.83568;257.78244;31.558548;28.383802
138;41.69056;41.747406;44.034716;41.581566;41.69056;33.14587;44.034716;43.501762
139;39.0279;46.501637;11.981932;12.6744995;39.0279;252.36568;11.981932;18.83245
140;529.276365;555.0177;6.148415;7.3749685;529.276365;231.92177;6.148415;7.462591
141;50.434052;43.63991;27.727596;26.911068;50.434052;33.51816;27.727596;30.220524
142;622.650426;585.7283;12.159301;10.858225;622.650426;235.73924;12.159301;33.10334
143;399.637652;394.16544;8.3448;10.181755;399.637652;122.279106;8.3448;12.340457
144;43.954337;45.626865;66.608505;62.02185;43.954337;159.57289;66.608505;50.440125
145;11.633468;8.086398;24.630758;28.408918;11.633468;26.754505;24.630758;27.693983
146;42.626556;50.28535;42.130165;48.34057;42.626556;160.94466;42.130165;45.092533
147;24.0669;25.36075;63.712005;55.345943;24.0669;35.097897;63.712005;33.432335
148;6.792126;7.7460203;49.729867;54.072594;6.792126;-0.81185794;49.729867;47.94514
149;17.79008;19.453737;22.4202;26.114695;17.79008;12.267518;22.4202;27.582905
150;43.76252;41.911816;30.88374;31.648888;43.76252;31.3215;30.88374;33.77526
151;39.82446;34.954575;12.172237;10.892655;39.82446;9.262403;12.172237;26.40719
152;19.599228;19.711771;63.519239;59.220802;19.599228;24.80773;63.519239;47.356544
153;30.212736;26.20289;9.474886;8.808644;30.212736;29.53758;9.474886;7.70891
154;17.704876;18.977991;30.798064;31.559523;17.704876;31.99391;30.798064;26.012085
155;18.698691;19.425028;62.755556;59.67245;18.698691;27.23564;62.755556;46.06321
156;12.564975;16.057123;8.701911;8.822359;12.564975;12.492784;8.701911;10.886351
157;571.009185;618.1047;46.218699;47.026314;571.009185;252.92358;46.218699;48.46132
158;10.510885;8.780032;35.489558;32.637054;10.510885;16.150528;35.489558;28.447504
159;23.296612;24.91186;12.179629;11.501486;23.296612;26.171888;12.179629;38.66787
160;36.74379;23.909327;42.944448;53.12288;36.74379;31.507612;42.944448;60.010178
161;440.542185;491.18063;11.11467;12.129801;440.542185;203.29854;11.11467;18.636822
162;28.618476;27.611933;40.97827;46.05221;28.618476;20.232595;40.97827;37.213444
163;35.240336;30.398737;30.41516;32.169846;35.240336;37.822323;30.41516;33.142326
164;58.207462;45.26622;44.812272;44.16472;58.207462;154.93764;44.812272;9.322862
165;11.28866;10.471072;32.156966;37.831078;11.28866;52.93227;32.156966;40.83349
166;41.32686;41.494717;10.526025;8.077524;41.32686;42.78188;10.526025;16.643288
167;30.8484;29.579268;35.291185;40.69581;30.8484;37.289288;35.291185;39.374252
168;49.661832;46.26016;9.95317;10.00183;49.661832;34.32059;9.95317;9.608461
169;23.211125;26.930208;75.13246;65.12056;23.211125;33.76679;75.13246;55.399937
170;64.838918;64.72967;55.04265;60.57241;64.838918;260.5436;55.04265;65.5155
171;24.704059;23.834078;8.09289;10.721897;24.704059;38.133717;8.09289;10.683081
172;36.836836;39.846943;52.936268;40.983986;36.836836;32.96902;52.936268;24.208738
173;548.1071;656.6168;30.649638;30.511303;548.1071;219.28734;30.649638;26.70186
174;18.803771;22.371431;52.08004;48.749084;18.803771;14.98903;52.08004;46.57005
175;12.709062;10.928195;18.942012;18.334425;12.709062;13.83447;18.942012;23.436556
176;61.2306;56.297405;16.490097;15.364549;61.2306;42.97723;16.490097;20.980661
177;18.645816;19.525316;42.58176;51.767357;18.645816;28.386679;42.58176;50.67234
178;26.17112;27.695887;42.742404;56.192978;26.17112;29.523497;42.742404;22.972586
179;11.520319;15.292003;8.279579;8.517738;11.520319;14.250791;8.279579;28.73521
180;49.785596;46.39519;47.831306;62.05465;49.785596;22.49008;47.831306;49.14618
181;163.381901;168.5594;12.889296;13.463405;163.381901;142.9557;12.889296;15.151303
182;27.664624;36.35999;11.730873;11.567669;27.664624;43.832104;11.730873;38.55629
183;9.98235;9.805514;28.624992;27.568798;9.98235;19.482946;28.624992;28.226034
184;187.576958;185.6297;23.89662;26.580519;187.576958;175.1992;23.89662;25.535284
185;26.999588;29.896727;48.42652;46.114414;26.999588;34.917538;48.42652;28.249529
186;7.50589;8.976367;18.199728;24.709816;7.50589;15.956471;18.199728;23.915281
187;9.690219;8.408137;17.19861;17.313831;9.690219;12.827489;17.19861;33.279984
188;144.367258;165.72641;10.988365;14.347385;144.367258;163.53883;10.988365;35.926987
189;628.826055;595.4963;28.365678;28.683315;628.826055;258.49725;28.365678;41.852005
190;33.02171;39.736362;24.330384;29.245247;33.02171;188.97488;24.330384;27.932667
191;643.128911;605.50616;63.121436;57.14348;643.128911;234.525;63.121436;44.834282
192;31.222818;29.875612;61.876023;55.735405;31.222818;34.44885;61.876023;29.244783
193;53.667068;53.265156;8.551324;9.433581;53.667068;33.83386;8.551324;9.031806
194;58.475646;56.49159;6.596502;7.1752663;58.475646;225.72572;6.596502;7.657873
195;46.86682;45.15221;56.760912;54.057854;46.86682;263.17545;56.760912;41.063934
196;47.152414;45.95638;40.721874;47.323402;47.152414;28.92639;40.721874;32.226692
197;48.319964;46.29376;32.838435;34.32035;48.319964;35.030178;32.838435;30.206923
198;10.80909;10.67203;39.61697;38.607437;10.80909;24.310797;39.61697;36.097588
199;18.648624;19.726732;30.872263;32.52752;18.648624;40.157017;30.872263;36.360664
200;72.70612;58.456505;12.860108;14.640987;72.70612;54.456768;12.860108;15.830573
201;31.913775;35.652508;19.922342;18.993732;31.913775;38.27586;19.922342;19.992622
202;46.585828;43.914486;33.21563;43.44641;46.585828;221.95865;33.21563;26.268442
203;46.147952;44.57178;36.241872;34.30221;46.147952;36.438976;36.241872;33.840126
204;23.817012;26.529497;60.132436;58.56778;23.817012;33.91859;60.132436;52.479923
205;19.684369;17.234255;8.251165;9.9564295;19.684369;19.997786;8.251165;9.476774
206;18.290309;20.434938;26.471852;29.764145;18.290309;28.253492;26.471852;28.454037
207;39.883128;38.38503;37.401793;46.871807;39.883128;32.857006;37.401793;46.01741
208;46.973856;46.970867;9.472515;8.735487;46.973856;27.838896;9.472515;9.697023
209;36.92456;42.711727;35.526122;38.379913;36.92456;214.26091;35.526122;26.001947
210;57.460371;46.44929;61.9368;66.54469;57.460371;34.124317;61.9368;50.27675
211;18.854532;20.307085;17.42356;17.009495;18.854532;22.82112;17.42356;23.145777
212;38.50946;37.211185;30.81481;33.013138;38.50946;33.830418;30.81481;37.125893
213;37.5133;34.46339;42.197766;49.374783;37.5133;34.607464;42.197766;43.895752
214;31.825153;28.978807;12.635352;17.199911;31.825153;32.90167;12.635352;34.2145
215;46.929296;44.351254;66.915891;63.627853;46.929296;29.596151;66.915891;59.9964
216;59.890974;49.891277;24.83957;29.43565;59.890974;34.784832;24.83957;28.098616
217;26.7978;29.147615;47.098668;55.056522;26.7978;38.743237;47.098668;28.941908
218;56.44049;52.458614;38.30715;33.400864;56.44049;42.906734;38.30715;28.388906
219;76.594794;63.33157;33.121578;33.60178;76.594794;204.65045;33.121578;30.001287
220;25.20932;24.363352;20.537468;23.577599;25.20932;35.31242;20.537468;26.8227
221;10.462004;10.993953;20.49276;17.65808;10.462004;3.490125;20.49276;31.623295
222;126.99142;155.0794;10.379792;10.335845;126.99142;142.67128;10.379792;10.280149
223;69.023696;67.52031;11.19895;11.461746;69.023696;267.03806;11.19895;8.94125
224;39.08518;38.3974;57.854948;62.833927;39.08518;36.640163;57.854948;47.48862
225;10.384711;11.79172;47.28984;44.00552;10.384711;4.3465624;47.28984;36.4181
226;30.294096;23.465609;55.1677;49.727394;30.294096;34.609737;55.1677;21.10597
227;25.850822;22.995363;50.039296;41.32876;25.850822;22.68205;50.039296;13.238012
228;71.157042;66.21838;36.47904;38.81082;71.157042;257.14337;36.47904;45.854553
229;20.332647;16.82932;22.520235;31.738754;20.332647;24.772635;22.520235;27.071213
230;35.825436;38.757343;29.877618;29.535763;35.825436;28.385061;29.877618;37.10427
231;6.309616;6.2552786;31.451805;30.810875;6.309616;0.29397702;31.451805;31.102308
232;22.2912;17.52051;17.54907;19.830267;22.2912;13.964803;17.54907;21.70751
233;30.27248;23.932596;56.413386;47.348442;30.27248;22.223806;56.413386;31.741446
234;21.702476;23.033194;11.455632;9.278597;21.702476;23.435911;11.455632;35.870396
235;144.695313;126.37179;48.511848;40.95521;144.695313;132.82451;48.511848;22.405802
236;23.084028;26.256777;49.238532;51.269806;23.084028;32.78198;49.238532;34.12918
237;29.022504;41.76531;70.828868;63.870037;29.022504;17.623503;70.828868;66.43392
238;12.870009;11.240985;11.509554;13.265957;12.870009;21.351599;11.509554;22.416061
239;8.268075;9.464847;23.749;27.337318;8.268075;19.321753;23.749;26.71934
240;9.559842;7.6518507;18.16305;18.177689;9.559842;-0.4564197;18.16305;59.467644
241;46.670052;46.063114;53.906706;55.622227;46.670052;247.06755;53.906706;58.660866
242;26.05706;29.643946;54.077408;50.622635;26.05706;32.634533;54.077408;49.644176
243;25.345338;19.64165;18.99041;17.276129;25.345338;11.069436;18.99041;29.237719
244;19.286634;17.937174;26.67183;26.441353;19.286634;26.413816;26.67183;24.19455
245;8.822088;9.2792845;18.1629;19.136164;8.822088;17.012526;18.1629;19.788065
246;166.3716;166.61354;45.258352;43.34307;166.3716;137.91469;45.258352;23.245468
247;53.268876;40.909344;52.918602;57.204025;53.268876;32.611538;52.918602;52.182846
248;11.469116;14.329806;10.34982;9.881558;11.469116;15.629994;10.34982;10.30282
249;51.971864;47.88047;18.047457;17.208498;51.971864;29.014164;18.047457;30.704445
250;56.65729;48.975048;33.088692;39.962036;56.65729;46.862804;33.088692;38.946785
251;10.402015;8.760051;42.428672;44.056747;10.402015;5.961293;42.428672;49.708755
252;21.512495;19.451208;49.482587;46.26821;21.512495;28.401144;49.482587;28.572374
253;703.5516;670.11096;34.948458;33.57643;703.5516;221.79408;34.948458;32.767445
254;19.533312;21.101107;45.123365;48.17203;19.533312;22.48065;45.123365;46.66901
255;54.03685;64.92168;9.92574;9.612783;54.03685;259.12003;9.92574;15.447525
256;30.376332;37.352795;19.202616;22.486502;30.376332;22.78855;19.202616;22.5022
257;41.567186;48.5014;16.798144;16.609102;41.567186;37.157635;16.798144;28.064835
258;49.354976;37.974354;35.261524;33.616936;49.354976;31.154116;35.261524;30.18682
259;33.807469;35.24869;18.63444;18.010174;33.807469;36.94734;18.63444;22.508509
260;29.442096;31.336721;10.336896;11.762952;29.442096;27.850538;10.336896;16.358267
261;26.076761;29.967066;27.18056;30.254156;26.076761;29.816435;27.18056;26.496904
262;12.770946;12.704883;28.447536;30.059841;12.770946;23.67027;28.447536;39.023247
263;184.784841;169.55258;22.680528;34.76946;184.784841;161.50168;22.680528;29.359583
264;26.555133;21.395449;24.285459;24.882772;26.555133;3.5687306;24.285459;24.184404
265;7.88299;6.185405;47.01944;46.67505;7.88299;-1.2967632;47.01944;29.40403
266;43.68668;39.943382;43.112748;42.66233;43.68668;9.494016;43.112748;41.37407
267;114.782953;144.01135;47.539296;43.965702;114.782953;149.20433;47.539296;47.501656
268;8.985483;9.060416;14.850269;14.417643;8.985483;1.6757329;14.850269;24.095526
269;6.796086;5.7750998;46.665696;44.233944;6.796086;-0.4467914;46.665696;48.37052
270;21.129696;24.49724;44.314803;37.91359;21.129696;28.981901;44.314803;20.129858
271;43.976176;35.470123;8.205264;8.501741;43.976176;32.76164;8.205264;36.113388
272;47.059351;39.97141;74.63306;65.49258;47.059351;14.588777;74.63306;53.693947
273;52.564269;47.007572;23.176044;24.77785;52.564269;27.557638;23.176044;24.245493
274;7.621055;7.3861456;26.166227;29.741776;7.621055;-0.38476825;26.166227;29.67018
275;57.00877;67.58952;37.158192;33.951412;57.00877;260.19034;37.158192;9.393205
276;9.100879;9.980693;25.327;31.165749;9.100879;3.3618386;25.327;52.49784
277;44.78016;46.64606;46.774314;46.34327;44.78016;27.596365;46.774314;29.679296
278;27.82424;30.005243;33.91947;31.013657;27.82424;22.846708;33.91947;30.36534
279;449.503585;410.2114;12.325875;11.789676;449.503585;118.22574;12.325875;28.630577
280;22.738639;23.168612;47.161743;51.04573;22.738639;34.60597;47.161743;44.661095
281;46.167563;47.94106;18.39002;12.468103;46.167563;35.0445;18.39002;16.185087
282;437.713741;579.136;30.588091;26.22504;437.713741;199.49565;30.588091;26.272684
283;677.277465;627.4055;42.789408;41.756157;677.277465;256.86664;42.789408;31.853605
284;46.663641;45.920597;10.085067;9.341895;46.663641;209.16197;10.085067;8.534894
285;476.65655;457.8928;12.757847;12.621012;476.65655;146.41853;12.757847;19.108957
286;73.825201;66.46509;50.031102;55.53486;73.825201;254.04823;50.031102;52.870514
287;36.657762;45.33729;35.624582;35.098152;36.657762;25.414103;35.624582;30.628307
288;32.31064;45.341938;35.106274;36.09401;32.31064;18.905336;35.106274;22.149874
289;26.933957;30.956652;35.512256;35.233974;26.933957;30.034895;35.512256;35.51304
290;13.60427;13.487788;45.492237;47.64284;13.60427;24.955488;45.492237;32.71333
291;69.52374;64.34099;54.953494;56.395035;69.52374;206.91795;54.953494;53.35155
292;34.395099;30.30987;26.301024;34.000923;34.395099;15.197358;26.301024;22.197302
293;51.531249;57.890682;35.388985;33.366295;51.531249;37.20683;35.388985;29.276064
294;34.584809;31.33703;45.621009;45.819214;34.584809;39.043285;45.621009;30.069948
295;21.843832;23.653917;57.502575;54.088356;21.843832;30.721418;57.502575;43.836033
296;143.135571;133.51973;45.756984;48.652237;143.135571;126.86659;45.756984;29.8653
297;19.004672;18.171045;18.239853;17.557716;19.004672;25.680052;18.239853;42.250237
298;33.45395;29.784166;24.7027;35.859737;33.45395;37.255398;24.7027;30.007528
299;39.835856;43.85571;16.712932;17.733864;39.835856;20.980421;16.712932;22.018297
300;13.180202;9.500682;33.72468;54.242844;13.180202;78.130905;33.72468;44.572792
301;47.521076;43.12698;20.44362;17.017036;47.521076;25.897474;20.44362;26.008902
302;40.829532;36.92329;20.175492;19.221893;40.829532;24.3683;20.175492;32.01952
303;36.959016;36.340794;34.275696;33.710705;36.959016;22.222118;34.275696;51.989643
304;21.089441;26.82564;22.882167;19.435497;21.089441;31.991583;22.882167;19.350191
305;17.782336;13.850184;35.868;32.569637;17.782336;22.985731;35.868;29.752235
306;30.442612;28.45833;16.600566;16.64909;30.442612;35.179226;16.600566;47.16162
307;156.100336;148.5971;27.28398;26.020924;156.100336;166.66183;27.28398;28.210066
308;31.46396;34.882816;5.76383;6.129059;31.46396;34.263103;5.76383;6.874609
309;30.267562;43.254337;64.181868;59.694115;30.267562;31.179152;64.181868;62.684704
310;7.247163;8.931941;25.998175;26.668007;7.247163;15.737449;25.998175;22.390982
311;46.914281;42.05833;36.97932;47.042816;46.914281;258.7972;36.97932;52.82441
312;12.809382;14.446727;43.875914;46.242702;12.809382;15.2343645;43.875914;30.772192
313;41.189184;45.129826;24.200263;28.546474;41.189184;227.83891;24.200263;26.770086
314;37.909053;39.124474;14.268798;11.898528;37.909053;41.414967;14.268798;14.173497
315;49.681296;47.971012;35.070524;43.910255;49.681296;229.02968;35.070524;21.700064
316;34.18674;37.992855;54.919956;56.7732;34.18674;36.26428;54.919956;48.460815
317;71.757384;66.65799;26.706105;30.448843;71.757384;260.26562;26.706105;29.302666
318;72.68029;63.748333;46.976265;60.46593;72.68029;57.946453;46.976265;59.018867
319;20.321283;23.27788;40.010256;44.73926;20.321283;29.955236;40.010256;50.387955
320;44.351776;39.12372;33.668704;29.765331;44.351776;29.884886;33.668704;29.87734
321;63.595812;61.832882;35.491788;32.86789;63.595812;52.575695;35.491788;32.892345
322;12.319752;12.173781;29.996505;25.193302;12.319752;11.559262;29.996505;24.267694
323;15.456805;18.542353;27.572352;29.183228;15.456805;31.118834;27.572352;29.868814
324;13.196763;10.558993;62.761314;58.760567;13.196763;1.2610142;62.761314;36.88475
325;11.399619;8.342597;16.743186;22.278103;11.399619;49.798077;16.743186;23.95051
326;20.266389;17.468477;32.110606;30.61692;20.266389;27.010801;32.110606;31.012794
327;44.551808;45.67806;31.166184;39.573097;44.551808;25.96005;31.166184;30.185343
328;42.880596;41.9005;36.117536;37.75949;42.880596;244.92567;36.117536;31.932314
329;14.17332;12.280429;43.96197;48.2418;14.17332;17.000998;43.96197;29.852251
330;29.945048;34.210552;12.862178;12.880486;29.945048;21.080286;12.862178;18.37905
